date,bitcoin price,isPartial,window_start,window_end
2015-01-22,49,False,2015-01-05,2015-07-03
2015-01-23,51,False,2015-01-05,2015-07-03
2015-01-24,32,False,2015-01-05,2015-07-03
2015-01-25,41,False,2015-01-05,2015-07-03
2015-01-26,62,False,2015-01-05,2015-07-03
2015-01-27,61,False,2015-01-05,2015-07-03
2015-01-28,47,False,2015-01-05,2015-07-03
2015-01-29,42,False,2015-01-05,2015-07-03
2015-01-30,37,False,2015-01-05,2015-07-03
2015-01-31,14,False,2015-01-05,2015-07-03
2015-02-01,21,False,2015-01-05,2015-07-03
2015-02-02,23,False,2015-01-05,2015-07-03
2015-02-03,22,False,2015-01-05,2015-07-03
2015-02-04,27,False,2015-01-05,2015-07-03
2015-02-05,44,False,2015-01-05,2015-07-03
2015-02-06,30,False,2015-01-05,2015-07-03
2015-02-07,26,False,2015-01-05,2015-07-03
2015-02-08,33,False,2015-01-05,2015-07-03
2015-02-09,38,False,2015-01-05,2015-07-03
2015-02-10,47,False,2015-01-05,2015-07-03
2015-02-11,40,False,2015-01-05,2015-07-03
2015-02-12,37,False,2015-01-05,2015-07-03
2015-02-13,16,False,2015-01-05,2015-07-03
2015-02-14,28,False,2015-01-05,2015-07-03
2015-02-15,32,False,2015-01-05,2015-07-03
2015-02-16,47,False,2015-01-05,2015-07-03
2015-02-17,26,False,2015-01-05,2015-07-03
2015-02-18,41,False,2015-01-05,2015-07-03
2015-02-19,41,False,2015-01-05,2015-07-03
2015-02-20,58,False,2015-01-05,2015-07-03
2015-02-21,40,False,2015-01-05,2015-07-03
2015-02-22,39,False,2015-01-05,2015-07-03
2015-02-23,23,False,2015-01-05,2015-07-03
2015-02-24,23,False,2015-01-05,2015-07-03
2015-02-25,37,False,2015-01-05,2015-07-03
2015-02-26,22,False,2015-01-05,2015-07-03
2015-02-27,28,False,2015-01-05,2015-07-03
2015-02-28,37,False,2015-01-05,2015-07-03
2015-03-01,27,False,2015-01-05,2015-07-03
2015-03-02,49,False,2015-01-05,2015-07-03
2015-03-03,45,False,2015-01-05,2015-07-03
2015-03-04,33,False,2015-01-05,2015-07-03
2015-03-05,57,False,2015-01-05,2015-07-03
2015-03-06,42,False,2015-01-05,2015-07-03
2015-03-07,42,False,2015-01-05,2015-07-03
2015-03-08,33,False,2015-01-05,2015-07-03
2015-03-09,28,False,2015-01-05,2015-07-03
2015-03-10,38,False,2015-01-05,2015-07-03
2015-03-11,23,False,2015-01-05,2015-07-03
2015-03-12,49,False,2015-01-05,2015-07-03
2015-03-13,35,False,2015-01-05,2015-07-03
2015-03-14,37,False,2015-01-05,2015-07-03
2015-03-15,31,False,2015-01-05,2015-07-03
2015-03-16,32,False,2015-01-05,2015-07-03
2015-03-17,25,False,2015-01-05,2015-07-03
2015-03-18,33,False,2015-01-05,2015-07-03
2015-03-19,42,False,2015-01-05,2015-07-03
2015-03-20,37,False,2015-01-05,2015-07-03
2015-03-21,25,False,2015-01-05,2015-07-03
2015-03-22,34,False,2015-01-05,2015-07-03
2015-03-23,43,False,2015-01-05,2015-07-03
2015-03-24,31,False,2015-01-05,2015-07-03
2015-03-25,44,False,2015-01-05,2015-07-03
2015-03-26,33,False,2015-01-05,2015-07-03
2015-03-27,15,False,2015-01-05,2015-07-03
2015-03-28,38,False,2015-01-05,2015-07-03
2015-03-29,29,False,2015-01-05,2015-07-03
2015-03-30,32,False,2015-01-05,2015-07-03
2015-03-31,34,False,2015-01-05,2015-07-03
2015-04-01,31,False,2015-01-05,2015-07-03
2015-04-02,35,False,2015-01-05,2015-07-03
2015-04-03,38,False,2015-01-05,2015-07-03
2015-04-04,39,False,2015-01-05,2015-07-03
2015-04-05,44,False,2015-01-05,2015-07-03
2015-04-06,32,False,2015-01-05,2015-07-03
2015-04-07,28,False,2015-01-05,2015-07-03
2015-04-08,24,False,2015-01-05,2015-07-03
2015-04-09,47,False,2015-01-05,2015-07-03
2015-04-10,27,False,2015-01-05,2015-07-03
2015-04-11,30,False,2015-01-05,2015-07-03
2015-04-12,18,False,2015-01-05,2015-07-03
2015-04-13,27,False,2015-01-05,2015-07-03
2015-04-14,49,False,2015-01-05,2015-07-03
2015-04-15,36,False,2015-01-05,2015-07-03
2015-04-16,28,False,2015-01-05,2015-07-03
2015-04-17,30,False,2015-01-05,2015-07-03
2015-04-18,18,False,2015-01-05,2015-07-03
2015-04-19,18,False,2015-01-05,2015-07-03
2015-04-20,22,False,2015-01-05,2015-07-03
2015-04-21,28,False,2015-01-05,2015-07-03
2015-04-22,25,False,2015-01-05,2015-07-03
2015-04-23,24,False,2015-01-05,2015-07-03
2015-04-24,14,False,2015-01-05,2015-07-03
2015-04-25,24,False,2015-01-05,2015-07-03
2015-04-26,23,False,2015-01-05,2015-07-03
2015-04-27,20,False,2015-01-05,2015-07-03
2015-04-28,21,False,2015-01-05,2015-07-03
2015-04-29,42,False,2015-01-05,2015-07-03
2015-04-30,28,False,2015-01-05,2015-07-03
2015-05-01,43,False,2015-01-05,2015-07-03
2015-05-02,16,False,2015-01-05,2015-07-03
2015-05-03,21,False,2015-01-05,2015-07-03
2015-05-04,28,False,2015-01-05,2015-07-03
2015-05-05,25,False,2015-01-05,2015-07-03
2015-05-06,30,False,2015-01-05,2015-07-03
2015-05-07,24,False,2015-01-05,2015-07-03
2015-05-08,17,False,2015-01-05,2015-07-03
2015-05-09,20,False,2015-01-05,2015-07-03
2015-05-10,22,False,2015-01-05,2015-07-03
2015-05-11,23,False,2015-01-05,2015-07-03
2015-05-12,23,False,2015-01-05,2015-07-03
2015-05-13,30,False,2015-01-05,2015-07-03
2015-05-14,22,False,2015-01-05,2015-07-03
2015-05-15,37,False,2015-01-05,2015-07-03
2015-05-16,16,False,2015-01-05,2015-07-03
2015-05-17,21,False,2015-01-05,2015-07-03
2015-05-18,18,False,2015-01-05,2015-07-03
2015-05-19,28,False,2015-01-05,2015-07-03
2015-05-20,27,False,2015-01-05,2015-07-03
2015-05-21,27,False,2015-01-05,2015-07-03
2015-05-22,28,False,2015-01-05,2015-07-03
2015-05-23,20,False,2015-01-05,2015-07-03
2015-05-24,22,False,2015-01-05,2015-07-03
2015-05-25,22,False,2015-01-05,2015-07-03
2015-05-26,18,False,2015-01-05,2015-07-03
2015-05-27,18,False,2015-01-05,2015-07-03
2015-05-28,30,False,2015-01-05,2015-07-03
2015-05-29,24,False,2015-01-05,2015-07-03
2015-05-30,30,False,2015-01-05,2015-07-03
2015-05-31,16,False,2015-01-05,2015-07-03
2015-06-01,25,False,2015-01-05,2015-07-03
2015-06-02,20,False,2015-01-05,2015-07-03
2015-06-03,27,False,2015-01-05,2015-07-03
2015-06-04,26,False,2015-01-05,2015-07-03
2015-06-05,36,False,2015-01-05,2015-07-03
2015-06-06,22,False,2015-01-05,2015-07-03
2015-06-07,32,False,2015-01-05,2015-07-03
2015-06-08,13,False,2015-01-05,2015-07-03
2015-06-09,20,False,2015-01-05,2015-07-03
2015-06-10,25,False,2015-01-05,2015-07-03
2015-06-11,27,False,2015-01-05,2015-07-03
2015-06-12,16,False,2015-01-05,2015-07-03
2015-06-13,16,False,2015-01-05,2015-07-03
2015-06-14,8,False,2015-01-05,2015-07-03
2015-06-15,28,False,2015-01-05,2015-07-03
2015-06-16,25,False,2015-01-05,2015-07-03
2015-06-17,32,False,2015-01-05,2015-07-03
2015-06-18,40,False,2015-01-05,2015-07-03
2015-06-19,38,False,2015-01-05,2015-07-03
2015-06-20,16,False,2015-01-05,2015-07-03
2015-06-21,16,False,2015-01-05,2015-07-03
2015-06-22,30,False,2015-01-05,2015-07-03
2015-06-23,33,False,2015-01-05,2015-07-03
2015-06-24,24,False,2015-01-05,2015-07-03
2015-06-25,15,False,2015-01-05,2015-07-03
2015-06-26,28,False,2015-01-05,2015-07-03
2015-06-27,26,False,2015-01-05,2015-07-03
2015-06-28,30,False,2015-01-05,2015-07-03
2015-06-29,49,False,2015-01-05,2015-07-03
2015-06-30,56,False,2015-01-05,2015-07-03
2015-07-01,74,False,2015-01-05,2015-07-03
2015-07-02,38,False,2015-01-05,2015-07-03
2015-07-03,27,False,2015-01-05,2015-07-03
